,日期,单品名称,批发价格(元/千克)_否,销售单价(元/千克)_否,销量(千克)_否,损耗率(%)_否
27386,2022-03-27,云南油麦菜,3.23,6.0,7.636,12.81
27387,2022-03-27,云南油麦菜(份),1.46,2.9,5.0,9.43
27388,2022-03-27,云南生菜,4.73,8.0,14.462,15.25
27389,2022-03-27,云南生菜(份),2.29,3.9,14.0,9.429999999999998
27390,2022-03-27,净藕(1),5.13,8.0,33.214,5.54
27392,2022-03-27,外地茼蒿,8.54,12.0,1.831,26.16
27393,2022-03-27,奶白菜,3.26,6.0,23.478,15.68
27394,2022-03-27,姜蒜小米椒组合装(小份),2.44,4.9,2.0,9.43
27397,2022-03-27,小皱皮(份),3.89,5.9,5.0,9.43
27398,2022-03-27,小米椒(份),10.82,14.8,10.0,9.43
27399,2022-03-27,小青菜(1),3.26,5.0,9.015,10.33
27406,2022-03-27,白玉菇(袋),3.14,4.9,7.0,6.57
27409,2022-03-27,紫茄子(2),8.18,12.0,21.248,6.070000000000001
27415,2022-03-27,红薯尖,6.13,10.0,1.937,8.42
27416,2022-03-27,芜湖青椒(1),12.18,14.0,33.97,5.7
27417,2022-03-27,苋菜,8.24,12.0,9.147,18.52
27418,2022-03-27,菜心,5.95,10.0,3.515,13.7
27420,2022-03-27,菠菜,3.06,6.0,2.804,18.51
27424,2022-03-27,螺丝椒,22.25,29.6,7.869,10.18
27426,2022-03-27,西兰花,7.4,10.0,11.68,9.26
27427,2022-03-27,西峡花菇(1),12.0,21.6,7.091,10.8
27429,2022-03-27,长线茄,13.52,19.8,3.229,6.9
27433,2022-03-27,青茄子(1),9.03,14.0,2.5,5.01
27438,2022-03-28,上海青,3.3,7.0,2.515,14.43
27441,2022-03-28,云南油麦菜,3.24,6.0,0.8899999999999999,12.81
27442,2022-03-28,云南油麦菜(份),1.46,2.9,5.0,9.43
27443,2022-03-28,云南生菜,5.2,8.0,2.3360000000000003,15.25
27444,2022-03-28,云南生菜(份),2.34,3.9,16.0,9.43
27445,2022-03-28,净藕(1),5.08,8.0,10.778,5.54
27447,2022-03-28,外地茼蒿,8.54,10.0,0.562,26.16
27448,2022-03-28,奶白菜,3.24,6.0,2.786,15.68
27450,2022-03-28,小皱皮(份),3.9,5.9,7.0,9.429999999999998
27452,2022-03-28,小米椒(份),11.58,14.8,7.0,9.429999999999998
27453,2022-03-28,小青菜(1),3.18,6.0,4.211,10.33
27459,2022-03-28,白玉菇(袋),3.03,4.9,3.0,6.57
27460,2022-03-28,竹叶菜,8.75,16.0,1.655,13.62
27461,2022-03-28,紫茄子(2),8.18,12.0,12.276,6.07
27467,2022-03-28,芜湖青椒(1),11.77,14.0,15.221,5.7
27468,2022-03-28,苋菜,8.26,8.0,6.432,18.52
27469,2022-03-28,菜心,5.95,10.0,2.682,13.7
27470,2022-03-28,菠菜(份),1.2,4.9,4.0,9.43
27473,2022-03-28,螺丝椒,21.0,29.6,4.5920000000000005,10.18
27474,2022-03-28,西兰花,6.73,10.0,2.089,9.26
27475,2022-03-28,西峡花菇(1),12.0,21.6,6.065,10.8
27477,2022-03-28,长线茄,13.52,19.8,2.082,6.9
27481,2022-03-28,青线椒(份),5.98,7.9,4.0,9.43
27482,2022-03-28,青茄子(1),9.44,14.0,1.64,5.01
27484,2022-03-28,高瓜(2),8.27,16.0,1.999,9.43
27487,2022-03-29,上海青,3.2999999999999994,7.0,2.601,14.43
27490,2022-03-29,云南油麦菜,3.25,6.0,2.77,12.81
27491,2022-03-29,云南生菜,5.11,8.0,8.729,15.25
27492,2022-03-29,云南生菜(份),2.34,3.9,3.0,9.43
27493,2022-03-29,净藕(1),5.0,8.0,15.065,5.54
27495,2022-03-29,奶白菜,3.17,6.0,5.268,15.68
27496,2022-03-29,姜蒜小米椒组合装(小份),2.44,4.9,2.0,9.43
27499,2022-03-29,小皱皮(份),3.89,5.9,5.0,9.43
27500,2022-03-29,小米椒(份),11.58,15.9,4.0,9.43
27501,2022-03-29,小青菜(1),3.18,6.0,7.452,10.33
27508,2022-03-29,白玉菇(袋),3.03,4.9,1.0,6.57
27509,2022-03-29,竹叶菜,8.88,18.0,1.966,13.62
27512,2022-03-29,紫茄子(2),8.18,12.0,10.476,6.07
27516,2022-03-29,芜湖青椒(1),10.98,14.0,20.785,5.7
27517,2022-03-29,苋菜,7.709999999999999,6.0,9.063,18.52
27518,2022-03-29,菜心,5.95,10.0,3.333,13.7
27519,2022-03-29,菠菜,3.05,8.0,1.043,18.51
27520,2022-03-29,菠菜(份),1.51,4.9,2.0,9.43
27522,2022-03-29,螺丝椒,21.0,29.6,5.378,10.18
27523,2022-03-29,螺丝椒(份),7.62,9.9,1.0,9.43
27525,2022-03-29,西峡花菇(1),12.0,21.6,7.906,10.8
27527,2022-03-29,长线茄,13.52,19.8,2.257,6.9
27530,2022-03-29,青线椒(份),5.98,7.9,2.0,9.43
27531,2022-03-29,青茄子(1),9.44,14.0,0.451,5.01
27534,2022-03-29,高瓜(2),10.63,16.0,0.188,9.43
27538,2022-03-30,七彩椒(2),12.92,23.6,0.479,9.43
27539,2022-03-30,上海青,3.3,7.0,2.946,14.43
27542,2022-03-30,云南油麦菜,3.25,6.0,5.32,12.81
27543,2022-03-30,云南油麦菜(份),1.51,2.9,4.0,9.43
27544,2022-03-30,云南生菜,5.0,8.0,6.833,15.25
27545,2022-03-30,净藕(1),5.0,8.0,23.769,5.54
27546,2022-03-30,外地茼蒿,8.54,10.0,1.898,26.16
27547,2022-03-30,奶白菜,3.05,5.0,8.971,15.68
27548,2022-03-30,姜蒜小米椒组合装(小份),2.72,4.9,4.0,9.43
27551,2022-03-30,小皱皮(份),3.89,5.9,1.0,9.43
27552,2022-03-30,小米椒(份),11.58,15.9,11.0,9.43
27553,2022-03-30,小青菜(1),3.22,6.0,3.575,10.33
27559,2022-03-30,白玉菇(袋),3.03,4.9,1.0,6.57
27560,2022-03-30,竹叶菜,8.88,18.0,1.075,13.62
27563,2022-03-30,紫茄子(2),8.22,12.0,12.25,6.07
27566,2022-03-30,红薯尖,6.12,12.0,3.503,8.42
27567,2022-03-30,芜湖青椒(1),10.9,16.0,25.229,5.7
27568,2022-03-30,苋菜,5.45,6.0,14.953,18.52
27569,2022-03-30,菜心,5.95,14.0,0.889,13.7
27570,2022-03-30,菠菜,3.05,8.0,3.079,18.51
27571,2022-03-30,菠菜(份),1.53,4.9,4.0,9.43
27574,2022-03-30,螺丝椒,21.0,29.6,5.105,10.18
27575,2022-03-30,螺丝椒(份),7.62,9.9,2.0,9.43
27576,2022-03-30,西兰花,6.75,10.0,3.1020000000000003,9.26
27577,2022-03-30,西峡花菇(1),12.0,21.6,8.945,10.8
27579,2022-03-30,长线茄,14.029999999999998,19.8,4.708,6.9
27583,2022-03-30,青线椒(份),5.97,7.9,1.0,9.43
27584,2022-03-30,青茄子(1),9.45,14.0,0.265,5.01
27586,2022-03-30,高瓜(2),10.949999999999998,16.0,0.62,9.43
27590,2022-03-31,上海青,3.2999999999999994,7.0,5.173,14.43
27593,2022-03-31,云南油麦菜,3.25,5.2,3.431,12.81
27594,2022-03-31,云南油麦菜(份),1.55,2.9,8.0,9.43
27595,2022-03-31,云南生菜,5.0,9.0,4.978,15.25
27596,2022-03-31,云南生菜(份),2.34,4.9,6.0,9.43
27597,2022-03-31,净藕(1),5.0,8.0,18.934,5.54
27599,2022-03-31,外地茼蒿,8.54,10.0,2.349,26.16
27600,2022-03-31,奶白菜,3.01,5.0,2.298,15.68
27601,2022-03-31,姜蒜小米椒组合装(小份),2.81,4.9,2.0,9.43
27602,2022-03-31,娃娃菜,3.55,5.9,1.0,2.48
27604,2022-03-31,小皱皮(份),3.91,5.900000000000001,6.0,9.43
27605,2022-03-31,小米椒(份),11.58,15.9,3.0,9.43
27606,2022-03-31,小青菜(1),3.25,6.0,2.869,10.33
27613,2022-03-31,白玉菇(袋),3.02,4.9,4.0,6.57
27614,2022-03-31,竹叶菜,10.59,18.0,0.7130000000000001,13.62
27615,2022-03-31,紫茄子(2),8.25,14.0,5.797,6.069999999999999
27620,2022-03-31,红薯尖,6.12,12.0,0.694,8.42
27622,2022-03-31,芜湖青椒(1),11.150000000000002,16.0,17.442,5.700000000000001
27623,2022-03-31,苋菜,3.71,6.0,18.894,18.52
27625,2022-03-31,菠菜,3.05,8.0,1.332,18.51
27626,2022-03-31,菠菜(份),1.49,4.9,6.0,9.43
27630,2022-03-31,螺丝椒,21.0,29.6,6.241,10.18
27631,2022-03-31,西兰花,6.75,10.0,1.787,9.26
27632,2022-03-31,西峡花菇(1),12.0,21.6,7.421,10.8
27634,2022-03-31,长线茄,14.07,19.8,2.587,6.900000000000001
27636,2022-03-31,青线椒(份),0.0,0.0,0.0,0.0
27637,2022-03-31,青茄子(1),10.19,16.0,1.761,5.01
27639,2022-03-31,高瓜(2),10.96,16.0,1.059,9.43
27643,2022-04-01,上海青,3.2999999999999994,7.0,3.162,14.43
27646,2022-04-01,云南油麦菜,3.41,5.2,8.607,12.81
27647,2022-04-01,云南油麦菜(份),1.55,2.9,11.0,9.43
27648,2022-04-01,云南生菜,5.0200000000000005,9.0,12.458,15.25
27649,2022-04-01,云南生菜(份),2.34,4.9,10.0,9.43
27650,2022-04-01,净藕(1),5.0,8.0,19.437,5.54
27652,2022-04-01,外地茼蒿,10.14,10.0,1.196,26.16
27653,2022-04-01,奶白菜,3.01,5.0,9.456,15.68
27655,2022-04-01,小皱皮(份),3.93,5.900000000000001,6.0,9.43
27656,2022-04-01,小米椒(份),10.69,15.9,6.0,9.43
27657,2022-04-01,小青菜(1),3.37,6.0,12.786,10.33
27662,2022-04-01,白玉菇(袋),3.01,4.9,1.0,6.57
27665,2022-04-01,紫茄子(2),8.4,14.0,13.864,6.07
27670,2022-04-01,红薯尖,6.15,12.0,0.368,8.42
27672,2022-04-01,芜湖青椒(1),11.31,16.0,19.981,5.7
27673,2022-04-01,苋菜,3.41,6.0,11.277,18.52
27675,2022-04-01,菠菜,3.05,8.0,5.805,18.51
27676,2022-04-01,菠菜(份),1.48,4.9,9.0,9.43
27679,2022-04-01,螺丝椒,21.29,29.6,7.701,10.18
27680,2022-04-01,螺丝椒(份),7.62,9.9,1.0,9.43
27681,2022-04-01,西兰花,7.32,10.0,4.659,9.26
27682,2022-04-01,西峡花菇(1),12.0,21.6,9.349,10.8
27684,2022-04-01,长线茄,14.07,19.8,2.833,6.9
27688,2022-04-01,青线椒(份),5.95,7.9,4.0,9.43
27692,2022-04-02,七彩椒(2),13.77,33.6,0.387,9.43
27693,2022-04-02,上海青,3.3,7.0,7.113,14.429999999999998
27696,2022-04-02,云南油麦菜,3.45,5.2,8.549,12.81
27697,2022-04-02,云南油麦菜(份),1.51,2.9,12.0,9.43
27698,2022-04-02,云南生菜,5.21,9.0,9.308,15.25
27699,2022-04-02,云南生菜(份),2.34,4.9,12.0,9.43
27700,2022-04-02,净藕(1),5.0,8.0,26.198,5.54
27702,2022-04-02,外地茼蒿,10.61,10.0,0.874,26.16
27703,2022-04-02,奶白菜,3.28,6.0,8.392,15.68
27704,2022-04-02,姜蒜小米椒组合装(小份),2.7999999999999994,4.9,6.0,9.43
27706,2022-04-02,娃娃菜,3.51,5.900000000000001,3.0,2.48
27708,2022-04-02,小皱皮(份),3.96,5.9,1.0,9.43
27709,2022-04-02,小米椒(份),12.9,15.9,10.0,9.43
27710,2022-04-02,小青菜(1),3.66,6.0,8.006,10.33
27715,2022-04-02,竹叶菜,10.86,18.0,2.455,13.62
27717,2022-04-02,紫茄子(2),8.4,14.0,14.076,6.07
27722,2022-04-02,芜湖青椒(1),11.19,16.0,20.328,5.7
27723,2022-04-02,苋菜,3.41,5.0,11.429,18.520000000000003
27725,2022-04-02,菠菜,3.99,8.0,5.252,18.51
27726,2022-04-02,菠菜(份),1.5,4.9,5.0,9.43
27731,2022-04-02,螺丝椒,22.06,29.6,3.973,10.18
27732,2022-04-02,螺丝椒(份),7.63,9.9,1.0,9.43
27733,2022-04-02,西兰花,7.4,10.0,4.047,9.26
27734,2022-04-02,西峡花菇(1),12.0,21.6,7.805,10.8
27736,2022-04-02,长线茄,14.070000000000002,19.8,2.661,6.9
27740,2022-04-02,青线椒(份),5.78,7.900000000000001,3.0,9.43
27741,2022-04-02,青茄子(1),10.53,16.0,1.279,5.01
27743,2022-04-02,高瓜(2),10.96,16.0,1.254,9.43
27747,2022-04-03,七彩椒(2),13.77,33.6,0.491,9.43
27748,2022-04-03,上海青,3.33,8.0,3.781,14.43
27752,2022-04-03,云南油麦菜,3.45,6.0,1.359,12.81
27753,2022-04-03,云南油麦菜(份),1.88,2.9,10.0,9.43
27754,2022-04-03,云南生菜(份),2.43,3.9,12.0,9.43
27755,2022-04-03,净藕(1),5.0,8.0,38.731,5.54
27757,2022-04-03,外地茼蒿,5.93,10.0,2.582,26.16
27758,2022-04-03,奶白菜,4.05,6.0,9.298,15.68
27760,2022-04-03,小皱皮(份),0.0,0.0,0.0,0.0
27761,2022-04-03,小米椒(份),12.9,15.9,11.0,9.43
27762,2022-04-03,小青菜(1),4.04,6.0,8.541,10.33
27765,2022-04-03,竹叶菜,12.46,18.0,2.194,13.62
27767,2022-04-03,紫茄子(2),9.77,14.0,19.701,6.069999999999999
27773,2022-04-03,芜湖青椒(1),10.85,14.0,27.268,5.7
27774,2022-04-03,苋菜,3.21,4.0,9.748,18.52
27776,2022-04-03,菠菜,4.95,8.0,6.757,18.51
27777,2022-04-03,菠菜(份),1.49,4.9,7.0,9.429999999999998
27781,2022-04-03,螺丝椒,22.07,21.6,3.317,10.18
27782,2022-04-03,螺丝椒(份),7.06,7.9,4.0,9.43
27783,2022-04-03,西兰花,7.480000000000001,10.0,2.119,9.26
27784,2022-04-03,西峡花菇(1),12.0,21.6,2.619,10.8
27787,2022-04-03,长线茄,14.51,21.6,3.528,6.9
27791,2022-04-03,青线椒(份),5.69,8.9,5.0,9.43
27792,2022-04-03,青茄子(1),10.81,16.0,0.658,5.01
27795,2022-04-03,高瓜(2),12.13,16.0,3.578,9.43
27799,2022-04-04,七彩椒(2),15.68,33.6,0.539,9.43
27800,2022-04-04,上海青,3.42,8.0,3.417,14.43
27803,2022-04-04,云南油麦菜,3.45,6.0,3.272,12.81
27804,2022-04-04,云南油麦菜(份),1.88,2.9,12.0,9.43
27805,2022-04-04,云南生菜,5.33,9.0,15.195,15.25
27806,2022-04-04,云南生菜(份),2.43,3.9,12.0,9.43
27807,2022-04-04,净藕(1),5.0,8.0,31.759,5.54
27809,2022-04-04,外地茼蒿,5.93,10.0,4.57,26.16
27810,2022-04-04,奶白菜,3.0,5.2,8.16,15.68
27812,2022-04-04,小米椒(份),12.61,15.9,20.0,9.43
27813,2022-04-04,小青菜(1),3.55,6.0,8.959,10.33
27818,2022-04-04,白玉菇(袋),3.04,4.9,8.0,6.57
27819,2022-04-04,竹叶菜,12.51,14.0,3.095,13.62
27821,2022-04-04,紫茄子(2),10.21,14.0,16.617,6.07
27826,2022-04-04,芜湖青椒(1),9.16,14.0,41.33,5.7
27827,2022-04-04,苋菜,2.45,3.2,17.001,18.52
27829,2022-04-04,菠菜,5.18,8.0,7.952,18.51
27830,2022-04-04,菠菜(份),1.49,4.9,10.0,9.43
27832,2022-04-04,螺丝椒,22.07,19.8,5.929,10.18
27833,2022-04-04,螺丝椒(份),4.7,6.9,2.0,9.43
27834,2022-04-04,西兰花,7.480000000000001,12.0,22.224,9.26
27835,2022-04-04,西峡花菇(1),12.0,21.6,13.056,10.8
27836,2022-04-04,长线茄,15.08,19.8,6.363,6.9
27840,2022-04-04,青线椒(份),5.72,8.9,11.0,9.43
27841,2022-04-04,青茄子(1),10.65,16.0,0.407,5.01
27846,2022-04-05,七彩椒(2),16.08,33.6,0.515,9.43
27847,2022-04-05,上海青,3.86,8.0,5.93,14.43
27850,2022-04-05,云南油麦菜,3.38,7.0,4.57,12.81
27851,2022-04-05,云南油麦菜(份),2.06,3.9,10.0,9.43
27852,2022-04-05,云南生菜,5.28,10.0,8.847,15.25
27853,2022-04-05,云南生菜(份),2.69,4.9,7.0,9.429999999999998
27854,2022-04-05,净藕(1),5.0,8.0,21.71,5.54
27856,2022-04-05,外地茼蒿,5.93,10.0,0.934,26.16
27857,2022-04-05,奶白菜,2.66,4.0,9.244,15.68
27858,2022-04-05,姜蒜小米椒组合装(小份),3.34,4.9,2.0,9.43
27860,2022-04-05,小米椒(份),12.9,15.9,6.0,9.43
27861,2022-04-05,小青菜(1),3.5,6.0,9.786,10.33
27867,2022-04-05,竹叶菜,12.51,14.0,1.025,13.62
27870,2022-04-05,紫茄子(2),9.02,14.0,13.058,6.07
27876,2022-04-05,红薯尖,10.46,16.0,2.9650000000000003,8.42
27877,2022-04-05,芜湖青椒(1),9.27,14.0,1.642,5.7
27878,2022-04-05,苋菜,1.44,3.2000000000000006,27.093,18.52
27880,2022-04-05,菠菜,5.18,12.0,5.437,18.51
27881,2022-04-05,菠菜(份),2.11,3.9,10.0,9.43
27884,2022-04-05,螺丝椒,21.16,19.8,6.314,10.18
27885,2022-04-05,西兰花,7.48,12.0,21.248,9.26
27886,2022-04-05,西峡花菇(1),12.25,21.6,7.966,10.8
27888,2022-04-05,长线茄,15.08,19.8,1.283,6.9
27891,2022-04-05,青线椒(份),2.29,8.9,5.0,9.43
27892,2022-04-05,青茄子(1),10.44,16.0,1.015,5.01
27896,2022-04-06,上海青,3.86,8.0,5.378,14.43
27899,2022-04-06,云南油麦菜,3.35,7.0,1.868,12.81
27900,2022-04-06,云南油麦菜(份),2.06,3.9,5.0,9.43
27901,2022-04-06,云南生菜,5.4,10.0,5.854,15.25
27902,2022-04-06,云南生菜(份),2.69,4.9,3.0,9.43
27903,2022-04-06,净藕(1),5.0,8.0,3.757,5.54
27905,2022-04-06,外地茼蒿,6.2,10.0,1.446,26.16
27906,2022-04-06,奶白菜,2.6,4.0,6.238,15.68
27907,2022-04-06,姜蒜小米椒组合装(小份),3.34,4.9,3.0,9.43
27910,2022-04-06,小米椒(份),13.89,15.9,6.0,9.43
27911,2022-04-06,小青菜(1),3.54,6.0,8.891,10.33
27915,2022-04-06,白玉菇(袋),3.17,4.9,1.0,6.57
27916,2022-04-06,竹叶菜,8.6,10.0,3.214,13.62
27919,2022-04-06,紫茄子(2),8.57,14.0,5.874,6.070000000000001
27926,2022-04-06,红薯尖,10.46,16.0,0.244,8.42
27928,2022-04-06,芜湖青椒(1),9.19,14.0,0.594,5.7
27929,2022-04-06,苋菜,2.48,3.2,15.635,18.520000000000003
27931,2022-04-06,菠菜,5.52,12.0,3.076,18.51
27932,2022-04-06,菠菜(份),2.11,3.9,9.0,9.43
27936,2022-04-06,螺丝椒,16.7,19.8,6.682,10.18
27937,2022-04-06,螺丝椒(份),4.7,6.900000000000001,3.0,9.43
27938,2022-04-06,西兰花,7.48,12.0,10.634,9.26
27939,2022-04-06,西峡花菇(1),12.6,19.8,6.438,10.8
27941,2022-04-06,长线茄,14.49,19.8,4.066,6.9
27945,2022-04-06,青线椒(份),5.72,7.9,2.0,9.43
27946,2022-04-06,青茄子(1),10.06,16.0,1.755,5.01
27948,2022-04-06,高瓜(2),12.19,16.0,0.983,9.43
27951,2022-04-07,上海青,5.23,8.0,1.482,14.43
27954,2022-04-07,云南油麦菜(份),1.94,3.9,3.0,9.43
27955,2022-04-07,云南生菜,5.98,10.0,8.486,15.25
27956,2022-04-07,净藕(1),5.0,8.0,6.533,5.54
27958,2022-04-07,外地茼蒿,6.35,10.0,0.743,26.16
27959,2022-04-07,奶白菜,2.6,4.0,7.982,15.68
27960,2022-04-07,姜蒜小米椒组合装(小份),3.34,4.9,2.0,9.43
27963,2022-04-07,小米椒(份),14.13,15.9,4.0,9.43
27964,2022-04-07,小青菜(1),3.54,6.0,7.468,10.33
27968,2022-04-07,白玉菇(袋),3.52,4.9,2.0,6.57
27969,2022-04-07,竹叶菜,5.38,10.0,3.062,13.62
27972,2022-04-07,紫茄子(2),8.57,12.0,9.215,6.07
27977,2022-04-07,红薯尖,9.6,16.0,3.152,8.42
27979,2022-04-07,芜湖青椒(1),9.17,14.0,0.337,5.7
27980,2022-04-07,苋菜,1.68,3.2,12.47,18.52
27982,2022-04-07,菠菜,7.2,12.0,1.874,18.51
27983,2022-04-07,菠菜(份),2.16,3.9,3.0,9.43
27986,2022-04-07,螺丝椒,14.69,19.8,5.197,10.18
27987,2022-04-07,螺丝椒(份),5.43,6.9,2.0,9.43
27988,2022-04-07,西兰花,7.48,12.0,10.494,9.26
27989,2022-04-07,西峡花菇(1),12.6,19.8,6.788,10.8
27991,2022-04-07,长线茄,11.68,19.800000000000004,4.48,6.9
27995,2022-04-07,青线椒(份),5.09,7.900000000000001,3.0,9.43
27996,2022-04-07,青茄子(1),10.03,16.0,0.784,5.01
28001,2022-04-08,上海青,5.23,8.0,3.581,14.43
28005,2022-04-08,云南油麦菜,3.4799999999999995,7.0,2.629,12.81
28006,2022-04-08,云南生菜,6.07,10.0,3.887,15.25
28007,2022-04-08,云南生菜(份),2.74,4.9,9.0,9.43
28008,2022-04-08,净藕(1),5.4,8.0,5.163,5.54
28010,2022-04-08,外地茼蒿,6.31,10.0,1.204,26.16
28011,2022-04-08,奶白菜,2.6,4.0,6.237,15.68
28012,2022-04-08,姜蒜小米椒组合装(小份),3.34,4.9,1.0,9.43
28014,2022-04-08,小皱皮(份),3.9300000000000006,5.9,5.0,9.43
28015,2022-04-08,小米椒(份),14.14,15.9,2.0,9.43
28016,2022-04-08,小青菜(1),3.05,6.0,5.521,10.33
28022,2022-04-08,白玉菇(袋),3.52,4.9,2.0,6.57
28023,2022-04-08,竹叶菜,4.4,7.2,4.833,13.62
28026,2022-04-08,紫茄子(2),8.57,10.0,9.137,6.070000000000001
28032,2022-04-08,苋菜,1.41,3.2,15.223,18.520000000000003
28034,2022-04-08,菠菜,6.75,12.0,0.97,18.51
28035,2022-04-08,菠菜(份),2.16,3.9,3.0,9.43
28039,2022-04-08,螺丝椒,14.609999999999998,23.6,3.732,10.18
28040,2022-04-08,螺丝椒(份),5.79,7.9,2.0,9.43
28041,2022-04-08,西兰花,7.48,12.0,10.629,9.26
28042,2022-04-08,西峡花菇(1),12.599999999999998,19.800000000000004,5.572,10.8
28044,2022-04-08,长线茄,11.68,19.8,2.908,6.9
28048,2022-04-08,青线椒(份),4.77,7.9,1.0,9.43
28049,2022-04-08,青茄子(1),10.0,16.0,0.326,5.01
28050,2022-04-08,高瓜(2),12.35,16.0,1.203,9.43
28054,2022-04-09,上海青,5.23,8.0,0.792,14.43
28057,2022-04-09,云南油麦菜,3.47,7.0,1.293,12.81
28058,2022-04-09,云南油麦菜(份),2.06,3.9,9.0,9.43
28059,2022-04-09,云南生菜,6.09,10.0,10.131,15.25
28060,2022-04-09,净藕(1),5.4,8.0,10.667,5.54
28062,2022-04-09,外地茼蒿,6.31,10.0,1.696,26.160000000000004
28063,2022-04-09,奶白菜,2.47,4.0,8.234,15.68
28064,2022-04-09,姜蒜小米椒组合装(小份),3.34,4.9,10.0,9.43
28066,2022-04-09,娃娃菜,4.89,7.9,1.0,2.48
28068,2022-04-09,小皱皮(份),3.93,5.9,1.0,9.43
28069,2022-04-09,小米椒(份),14.14,15.9,9.0,9.43
28070,2022-04-09,小青菜(1),2.62,6.0,7.433,10.33
28076,2022-04-09,白玉菇(袋),3.52,4.9,1.0,6.57
28077,2022-04-09,竹叶菜,4.4,7.2,2.779,13.62
28080,2022-04-09,紫茄子(2),8.17,10.0,22.014,6.07
28084,2022-04-09,红薯尖,9.0,16.0,3.686,8.42
28086,2022-04-09,芜湖青椒(1),7.84,10.0,60.42,5.7
28087,2022-04-09,苋菜,1.46,3.2,32.849,18.52
28089,2022-04-09,菠菜,6.73,12.0,5.034,18.51
28090,2022-04-09,菠菜(份),2.16,3.9,14.0,9.429999999999998
28094,2022-04-09,螺丝椒,15.699999999999998,23.6,12.739,10.18
28095,2022-04-09,螺丝椒(份),5.79,7.9,2.0,9.43
28097,2022-04-09,西兰花,7.679999999999999,14.0,15.591,9.26
28098,2022-04-09,西峡花菇(1),12.6,19.8,5.759,10.8
28100,2022-04-09,长线茄,12.88,19.8,3.891,6.9
28104,2022-04-09,青线椒(份),5.19,7.900000000000001,6.0,9.43
28105,2022-04-09,青茄子(1),10.0,16.0,1.3530000000000002,5.01
28107,2022-04-09,高瓜(2),12.23,16.0,0.5509999999999999,9.43
28111,2022-04-10,上海青,5.24,8.0,9.282,14.43
28115,2022-04-10,云南油麦菜,3.68,7.0,5.861,12.81
28116,2022-04-10,云南油麦菜(份),2.06,3.9,13.0,9.43
28117,2022-04-10,云南生菜,6.09,10.0,13.155,15.25
28118,2022-04-10,云南生菜(份),2.74,4.9,16.0,9.43
28119,2022-04-10,净藕(1),5.4,8.0,17.627,5.54
28121,2022-04-10,外地茼蒿,6.31,10.0,0.753,26.16
28122,2022-04-10,奶白菜,2.4,4.0,8.788,15.68
28123,2022-04-10,姜蒜小米椒组合装(小份),3.34,4.9,6.0,9.43
28125,2022-04-10,小米椒(份),14.13,15.9,14.0,9.429999999999998
28126,2022-04-10,小青菜(1),2.52,6.0,7.955,10.33
28132,2022-04-10,白玉菇(袋),3.29,4.9,4.0,6.57
28133,2022-04-10,竹叶菜,4.13,6.0,8.809,13.62
28136,2022-04-10,紫茄子(2),6.5,9.2,20.175,6.069999999999999
28141,2022-04-10,芜湖青椒(1),6.85,10.0,52.31,5.7
28142,2022-04-10,苋菜,1.47,3.2,26.139,18.52
28144,2022-04-10,菠菜,6.66,12.0,3.0700000000000003,18.51
28145,2022-04-10,菠菜(份),2.03,3.9,16.0,9.43
28149,2022-04-10,螺丝椒,16.53,19.8,13.007,10.18
28150,2022-04-10,螺丝椒(份),5.79,6.900000000000001,6.0,9.43
28151,2022-04-10,西兰花,7.950000000000001,14.0,7.757000000000001,9.26
28152,2022-04-10,西峡花菇(1),12.6,19.8,7.828,10.8
28154,2022-04-10,长线茄,13.199999999999998,19.8,4.072,6.900000000000001
28158,2022-04-10,青线椒(份),2.55,7.9,4.0,9.43
28159,2022-04-10,青茄子(1),10.0,16.0,0.238,5.01
28160,2022-04-10,高瓜(2),12.23,16.0,0.752,9.43
28163,2022-04-11,上海青,5.27,8.0,2.073,14.43
28166,2022-04-11,云南油麦菜,4.32,7.0,0.158,12.81
28167,2022-04-11,云南油麦菜(份),2.06,3.9,5.0,9.43
28168,2022-04-11,云南生菜,5.73,10.0,6.778,15.25
28169,2022-04-11,云南生菜(份),2.74,4.9,8.0,9.43
28170,2022-04-11,净藕(1),5.4,8.0,1.03,5.54
28172,2022-04-11,奶白菜,2.4,4.0,2.703,15.68
28173,2022-04-11,小皱皮(份),3.96,4.9,3.0,9.43
28174,2022-04-11,小米椒(份),13.64,15.9,4.0,9.43
28175,2022-04-11,小青菜(1),2.36,6.0,8.844,10.33
28180,2022-04-11,白玉菇(袋),3.32,4.9,3.0,6.57
28181,2022-04-11,竹叶菜,3.89,6.0,5.353,13.62
28184,2022-04-11,紫茄子(2),6.03,9.2,7.501,6.07
28189,2022-04-11,红薯尖,9.0,14.0,3.61,8.42
28190,2022-04-11,芜湖青椒(1),6.09,10.0,28.656,5.7
28191,2022-04-11,苋菜,1.37,3.2,18.892,18.52
28193,2022-04-11,菠菜,6.66,12.0,2.559,18.51
28194,2022-04-11,菠菜(份),2.39,3.9,3.0,9.43
28198,2022-04-11,螺丝椒,15.9,19.8,4.793,10.18
28199,2022-04-11,螺丝椒(份),5.79,6.9,5.0,9.43
28200,2022-04-11,西兰花,7.96,12.0,6.383,9.26
28201,2022-04-11,西峡花菇(1),12.6,19.8,5.643,10.8
28202,2022-04-11,长线茄,13.2,19.8,2.328,6.9
28205,2022-04-11,青茄子(1),10.0,16.0,0.858,5.01
